name,category,season,current_price,cost,discount_percent,rating,review_count,views,add_to_cart,sales_volume,stock_level,conversion_rate,margin_percent,commercial_success,competitive_price
Produs Garden 517,Garden,offseason,55.79,45.75,0,4.4,6,1239,123,30,64,2.42,18.0,0,66.83
Produs Home 93,Home,holiday,249.5,150.5,0,5.0,952,20000,2000,858,49,2.23,39.68,1,286.02
Produs Toys 297,Toys,offseason,278.69,150.69,0,3.6,10,611,61,28,54,4.58,45.93,0,330.76
Produs Fashion 65,Fashion,promo,158.14,105.81,10,4.9,285,603,60,24,44,3.98,33.09,1,181.03
Produs Automotive 637,Automotive,promo,95.48,59.41,5,4.1,129,3139,313,70,66,2.23,37.78,0,107.4
Produs Fashion 18,Fashion,promo,258.86,172.27,10,3.3,105,1437,143,46,96,3.2,33.45,0,295.08
Produs Home 616,Home,offseason,111.1,83.23,20,5.0,441,17732,1773,477,10,2.69,25.09,1,122.67
Produs Fashion 1014,Fashion,promo,82.17,51.87,5,4.1,1677,20000,2000,729,54,3.61,36.87,1,94.88
Produs Health 985,Health,holiday,113.19,64.77,0,4.2,532,1253,125,41,86,3.27,42.78,1,114.17
Produs Automotive 261,Automotive,holiday,61.68,40.38,5,4.8,56,4307,430,112,20,2.6,34.54,1,71.28
Produs Health 149,Health,offseason,145.94,74.2,0,4.3,154,393,39,14,55,3.56,49.16,0,166.6
Produs Toys 1138,Toys,holiday,179.95,106.55,10,4.1,460,581,58,21,62,3.61,40.79,1,195.1
Produs Books 572,Books,holiday,41.78,25.81,0,4.2,674,923,92,41,41,4.44,38.23,1,50.0
Produs Fashion 980,Fashion,normal,131.96,85.44,0,3.9,131,312,31,9,78,2.88,35.25,0,152.33
Produs Sports 972,Sports,promo,323.41,194.08,5,4.4,237,1784,178,43,40,2.41,39.99,1,343.81
Produs Garden 307,Garden,holiday,194.0,114.46,20,4.3,345,283,28,8,75,2.82,41.0,1,234.02
Produs Home 355,Home,offseason,99.73,50.62,0,3.8,180,733,73,33,26,4.5,49.24,0,115.4
Produs Fashion 352,Fashion,normal,218.26,170.05,5,4.4,42,660,66,15,1,2.27,22.09,0,273.37
Produs Beauty 233,Beauty,promo,104.55,49.3,10,4.3,52,4191,419,127,64,3.03,52.85,1,120.98
Produs Fashion 706,Fashion,holiday,187.66,131.7,20,4.4,22,519,51,20,1,3.85,29.82,0,206.5
Produs Toys 268,Toys,offseason,156.55,88.9,15,4.0,935,957,95,29,50,3.03,43.21,1,170.53
Produs Garden 1183,Garden,normal,136.4,85.05,0,3.5,1136,4655,465,81,49,1.74,37.65,0,154.78
Produs Electronics 1069,Electronics,normal,164.51,117.66,0,4.4,297,1294,129,40,54,3.09,28.48,1,198.72
Produs Home 718,Home,promo,50.19,30.92,0,4.0,303,1256,125,45,36,3.58,38.4,0,55.84
Produs Home 356,Home,promo,71.98,54.51,15,4.8,103,407,40,16,121,3.93,24.27,0,73.02
Produs Beauty 645,Beauty,normal,47.07,22.24,0,3.6,19,5227,522,195,35,3.73,52.75,0,50.81
Produs Automotive 796,Automotive,holiday,518.12,420.45,0,3.6,107,1120,112,28,1,2.5,18.85,0,590.56
Produs Sports 226,Sports,holiday,55.39,30.44,0,3.8,378,223,22,8,61,3.58,45.05,0,63.82
Produs Health 601,Health,offseason,61.41,27.49,30,4.1,237,2219,221,89,92,4.01,55.24,1,66.58
Produs Sports 704,Sports,offseason,57.6,37.74,0,4.3,140,4639,463,103,83,2.22,34.48,0,65.24
Produs Toys 53,Toys,holiday,125.18,67.47,0,4.0,295,436,43,13,18,2.98,46.1,0,142.63
Produs Electronics 331,Electronics,holiday,93.61,57.27,0,3.2,1053,1253,125,45,61,3.59,38.82,0,100.19
Produs Fashion 683,Fashion,holiday,88.59,50.57,5,3.5,311,204,20,7,44,3.42,42.92,1,98.53
Produs Sports 709,Sports,normal,105.94,80.15,20,3.7,259,304,30,12,27,3.94,24.34,0,124.3
Produs Fashion 276,Fashion,normal,92.18,43.07,0,4.2,43,1516,151,47,15,3.1,53.28,0,99.75
Produs Fashion 511,Fashion,offseason,217.61,132.74,0,4.0,56,4984,498,164,43,3.29,39.0,0,227.58
Produs Health 96,Health,promo,199.85,126.47,0,5.0,127,2675,267,103,18,3.85,36.72,1,247.24
Produs Fashion 717,Fashion,holiday,67.53,32.54,15,3.7,196,8179,817,283,89,3.46,51.82,1,74.8
Produs Books 1024,Books,normal,53.75,33.65,0,4.2,764,2009,200,87,46,4.33,37.4,1,60.45
Produs Books 833,Books,offseason,41.59,28.7,0,4.7,607,705,70,33,57,4.68,30.99,0,44.72
Produs Automotive 878,Automotive,normal,115.46,86.9,5,3.9,102,5631,563,214,74,3.8,24.74,1,135.1
Produs Garden 438,Garden,promo,100.19,61.51,0,4.2,1295,3345,334,90,68,2.69,38.61,1,105.79
Produs Books 272,Books,normal,85.56,62.48,0,4.4,550,544,54,25,34,4.59,26.98,1,96.26
Produs Garden 325,Garden,offseason,83.21,53.64,0,4.3,1551,591,59,20,2,3.38,35.54,0,90.12
Produs Beauty 470,Beauty,promo,51.12,35.09,30,4.0,200,802,80,39,74,4.86,31.36,0,59.42
Produs Garden 868,Garden,offseason,68.67,53.4,10,4.0,61,883,88,19,59,2.15,22.24,0,79.18
Produs Toys 939,Toys,holiday,88.27,49.19,10,4.0,104,601,60,21,54,3.49,44.27,1,103.74
Produs Garden 528,Garden,holiday,65.06,35.18,25,3.7,309,1223,122,35,118,2.86,45.92,0,76.79
Produs Electronics 42,Electronics,normal,67.88,54.53,0,4.1,277,3689,368,138,6,3.74,19.67,1,77.52
Produs Fashion 805,Fashion,offseason,87.41,60.96,0,4.0,23,145,14,4,22,2.74,30.26,0,103.07
Produs Automotive 187,Automotive,promo,125.72,93.13,0,4.3,223,1219,121,30,58,2.46,25.92,0,139.01
Produs Sports 271,Sports,offseason,62.09,39.75,0,3.8,6,159,15,6,55,3.77,35.98,0,64.14
Produs Electronics 319,Electronics,promo,92.56,59.52,5,4.0,734,921,92,28,43,3.04,35.7,1,97.28
Produs Beauty 1053,Beauty,normal,43.63,19.54,0,4.7,141,934,93,34,44,3.64,55.21,0,54.76
Produs Toys 85,Toys,offseason,188.96,117.78,10,4.3,69,1440,144,51,60,3.54,37.67,0,204.67
Produs Books 862,Books,promo,74.69,51.01,0,4.1,498,260,26,12,62,4.61,31.7,0,95.45
Produs Automotive 1029,Automotive,offseason,199.48,126.03,0,4.5,75,613,61,16,1,2.61,36.82,0,217.26
Produs Garden 472,Garden,offseason,137.27,86.7,0,4.4,749,1773,177,58,82,3.27,36.84,0,154.32
Produs Fashion 75,Fashion,holiday,345.67,198.31,0,3.8,939,6309,630,171,52,2.71,42.63,1,405.0
Produs Books 146,Books,normal,106.7,77.31,5,5.0,646,1934,193,101,3,5.22,27.54,1,111.95
Produs Books 108,Books,holiday,21.5,13.27,0,4.3,1441,510,51,21,106,4.11,38.28,0,22.2
Produs Toys 110,Toys,promo,284.16,124.6,20,4.3,443,2439,243,101,28,4.14,56.15,1,312.05
Produs Toys 1159,Toys,offseason,38.22,19.02,0,4.3,1691,797,79,33,38,4.14,50.23,0,39.27
Produs Books 537,Books,holiday,52.03,33.86,0,3.8,4279,1312,131,55,38,4.19,34.92,1,55.41
Produs Electronics 86,Electronics,holiday,148.75,114.89,5,4.4,1684,1597,159,58,37,3.63,22.76,1,165.75
Produs Books 441,Books,holiday,42.38,27.9,0,4.6,1125,733,73,30,52,4.09,34.16,0,45.45
Produs Beauty 11,Beauty,promo,44.69,29.71,5,4.0,106,2479,247,60,22,2.42,33.51,1,52.23
Produs Electronics 1036,Electronics,normal,161.43,80.73,15,4.0,395,333,33,12,43,3.6,49.99,1,175.04
Produs Sports 1022,Sports,normal,143.41,91.93,0,5.0,81,714,71,20,26,2.8,35.9,0,165.62
Produs Sports 225,Sports,holiday,324.23,179.01,5,4.1,38,586,58,23,62,3.92,44.79,0,360.93
Produs Fashion 408,Fashion,promo,101.63,51.93,10,4.3,1807,1043,104,36,107,3.45,48.9,1,110.99
Produs Automotive 282,Automotive,promo,134.02,89.9,0,3.8,110,3314,331,59,88,1.78,32.92,0,164.41
Produs Fashion 1013,Fashion,promo,201.92,136.17,25,3.9,12,614,61,22,81,3.58,32.56,0,228.76
Produs Toys 512,Toys,normal,84.67,53.52,0,4.1,24,5302,530,219,1,4.13,36.79,0,95.92
Produs Garden 419,Garden,offseason,38.79,22.58,0,3.7,184,1742,174,61,81,3.5,41.78,0,47.55
Produs Home 359,Home,normal,63.2,37.22,15,3.5,161,2023,202,70,59,3.46,41.11,1,77.55
Produs Health 174,Health,promo,75.24,48.83,15,4.2,93,1691,169,56,87,3.31,35.1,0,87.97
Produs Fashion 666,Fashion,holiday,171.82,92.34,15,4.2,441,331,33,14,36,4.22,46.26,1,202.86
Produs Automotive 737,Automotive,normal,85.12,51.27,0,4.6,66,750,75,21,31,2.8,39.77,0,95.96
Produs Sports 545,Sports,holiday,122.47,82.84,0,4.9,94,1973,197,45,1,2.28,32.36,0,142.06
Produs Automotive 1006,Automotive,promo,119.16,77.18,25,4.3,168,2825,282,102,18,3.61,35.23,1,136.64
Produs Garden 437,Garden,promo,169.24,83.84,0,4.0,76,454,45,10,51,2.2,50.46,0,192.24
Produs Health 653,Health,promo,126.44,65.91,0,4.8,27,4193,419,208,109,4.96,47.87,1,144.38
Produs Home 1023,Home,holiday,104.76,43.98,0,4.6,87,631,63,18,26,2.85,58.02,0,120.75
Produs Home 456,Home,normal,108.53,65.53,0,3.6,84,1913,191,62,72,3.24,39.62,0,131.91
Produs Electronics 1167,Electronics,holiday,138.97,60.63,0,4.0,88,382,38,9,53,2.35,56.37,0,151.19
Produs Automotive 631,Automotive,offseason,75.38,46.81,0,4.0,114,312,31,11,64,3.52,37.9,0,81.59
Produs Electronics 959,Electronics,holiday,76.22,50.57,0,4.2,252,1899,189,49,79,2.58,33.65,1,84.3
Produs Garden 760,Garden,normal,74.49,54.12,30,3.4,1071,1167,116,23,39,1.97,27.34,1,87.88
Produs Fashion 465,Fashion,offseason,572.31,295.6,0,4.3,55,1703,170,62,44,3.64,48.35,1,655.64
Produs Electronics 466,Electronics,offseason,43.45,22.24,15,4.5,180,1111,111,37,55,3.33,48.81,1,48.67
Produs Health 1056,Health,normal,139.39,87.37,15,4.2,501,671,67,28,38,4.17,37.32,1,159.57
Produs Sports 583,Sports,offseason,58.34,31.68,0,4.2,234,1132,113,36,77,3.18,45.69,0,70.46
Produs Toys 446,Toys,promo,111.12,58.53,20,4.7,290,23,2,1,18,4.25,47.33,0,126.36
Produs Health 33,Health,offseason,39.14,22.02,0,4.1,221,4080,408,131,31,3.21,43.74,0,39.6
Produs Electronics 869,Electronics,holiday,36.92,25.52,30,4.0,1292,3843,384,113,41,2.94,30.88,1,39.69
Produs Books 819,Books,normal,53.78,37.27,5,3.9,67,143,14,7,26,4.88,30.69,0,61.64
Produs Automotive 1143,Automotive,normal,46.06,26.46,20,4.0,45,7108,710,177,49,2.49,42.56,1,54.49
Produs Automotive 175,Automotive,offseason,338.05,214.83,0,4.1,99,9069,906,273,32,3.01,36.45,0,394.9
Produs Fashion 708,Fashion,holiday,144.73,79.86,10,4.4,226,1506,150,36,53,2.39,44.82,0,162.71
Produs Home 1092,Home,promo,104.75,57.81,10,4.5,152,1462,146,62,51,4.24,44.81,1,115.68
Produs Automotive 868,Automotive,offseason,88.65,59.81,10,4.4,205,1919,191,62,66,3.23,32.53,0,96.78
Produs Books 473,Books,offseason,54.24,34.1,0,4.4,289,2043,204,121,18,5.92,37.13,0,58.83
Produs Automotive 50,Automotive,holiday,77.48,44.38,0,3.6,154,3688,368,97,58,2.63,42.72,1,86.81
Produs Sports 223,Sports,holiday,76.06,54.34,0,3.6,55,3369,336,62,86,1.84,28.55,0,85.83
Produs Health 578,Health,holiday,30.67,20.29,0,3.7,161,1910,191,77,62,4.03,33.83,0,35.51
Produs Garden 921,Garden,promo,74.96,46.78,15,4.7,82,2339,233,51,64,2.18,37.6,1,83.55
Produs Toys 651,Toys,holiday,157.81,94.23,0,4.3,452,525,52,23,79,4.38,40.29,0,171.55
Produs Home 1010,Home,normal,192.17,114.48,5,4.4,181,3440,344,96,91,2.79,40.43,1,208.3
Produs Toys 404,Toys,holiday,115.29,70.67,30,4.0,385,238,23,9,28,3.77,38.7,1,135.14
Produs Books 1200,Books,offseason,80.09,58.1,0,4.4,208,277,27,14,72,5.05,27.46,0,92.52
Produs Home 1073,Home,promo,353.52,246.65,0,4.1,71,1231,123,41,27,3.33,30.23,0,378.16
Produs Sports 529,Sports,normal,61.6,44.0,5,3.6,345,10575,1057,239,62,2.26,28.57,1,65.64
Produs Garden 842,Garden,offseason,96.2,49.92,0,3.5,221,754,75,31,50,4.11,48.11,0,111.19
Produs Automotive 257,Automotive,holiday,91.06,61.32,15,4.1,113,1466,146,33,52,2.25,32.66,0,96.27
Produs Automotive 1108,Automotive,normal,112.62,72.34,0,3.7,33,1642,164,34,33,2.07,35.77,0,127.64
Produs Sports 314,Sports,normal,84.34,52.72,15,4.6,69,3023,302,104,66,3.44,37.49,1,89.7
Produs Books 832,Books,holiday,27.1,18.73,0,4.0,116,588,58,26,24,4.42,30.87,0,34.12
Produs Fashion 556,Fashion,promo,126.48,55.03,0,4.0,94,1398,139,27,98,1.93,56.49,0,145.84
Produs Sports 48,Sports,offseason,58.12,38.36,5,4.2,70,2366,236,84,31,3.55,34.0,0,70.36
Produs Toys 35,Toys,holiday,60.86,33.61,0,4.1,219,6211,621,223,42,3.59,44.77,1,65.28
Produs Garden 27,Garden,promo,108.09,78.8,20,3.1,777,189,18,8,3,4.22,27.1,1,120.31
Produs Automotive 379,Automotive,normal,120.23,73.8,0,4.1,713,2228,222,80,64,3.59,38.62,1,138.16
Produs Beauty 463,Beauty,holiday,119.61,38.28,0,4.4,415,741,74,31,49,4.18,68.0,0,151.41
Produs Garden 30,Garden,normal,62.86,35.43,0,3.6,108,225,22,9,97,3.99,43.64,0,73.75
Produs Electronics 1143,Electronics,holiday,276.4,192.68,0,4.5,1697,994,99,36,75,3.62,30.29,1,294.65
Produs Books 33,Books,promo,65.15,44.28,0,5.0,194,488,48,27,19,5.53,32.03,0,79.24
Produs Home 985,Home,normal,65.67,31.61,30,3.5,238,929,92,29,74,3.12,51.86,0,72.14
Produs Automotive 478,Automotive,normal,165.01,101.61,0,3.8,19,1363,136,30,30,2.2,38.42,0,178.38
Produs Automotive 981,Automotive,normal,110.73,67.04,0,4.3,433,2170,217,51,64,2.35,39.46,0,119.3
Produs Home 1144,Home,normal,245.34,162.83,5,4.1,261,1269,126,33,26,2.6,33.63,0,266.17
Produs Sports 231,Sports,holiday,48.71,38.17,10,4.5,921,1582,158,53,60,3.35,21.64,1,52.87
Produs Books 720,Books,holiday,19.11,12.34,10,4.1,92,516,51,25,54,4.84,35.44,0,19.29
Produs Fashion 343,Fashion,normal,215.28,98.36,0,4.2,178,578,57,18,76,3.11,54.31,0,256.79
Produs Garden 800,Garden,promo,81.07,57.78,0,4.0,203,1400,140,50,1,3.57,28.73,0,94.15
Produs Home 540,Home,offseason,43.01,23.26,5,4.5,78,4858,485,172,24,3.54,45.92,1,52.45
Produs Health 835,Health,normal,70.12,45.67,30,4.4,531,6884,688,316,97,4.59,34.87,1,79.67
Produs Books 835,Books,holiday,95.35,69.76,0,5.0,130,717,71,31,7,4.32,26.84,0,100.75
Produs Automotive 34,Automotive,promo,228.78,164.97,5,4.0,1113,2222,222,70,28,3.15,27.89,1,253.15
Produs Fashion 88,Fashion,normal,203.15,123.8,0,3.7,136,7865,786,258,57,3.28,39.06,0,228.14
Produs Books 873,Books,holiday,109.91,78.29,10,4.6,379,545,54,23,44,4.22,28.77,1,132.67
Produs Beauty 1190,Beauty,normal,146.07,82.31,0,4.3,172,5594,559,226,87,4.04,43.65,0,162.88
Produs Health 448,Health,offseason,66.43,38.22,0,4.5,106,6148,614,174,67,2.83,42.47,1,72.13
Produs Electronics 544,Electronics,normal,73.59,38.62,0,3.6,38,3699,369,118,29,3.19,47.52,1,82.55
Produs Health 889,Health,promo,156.57,90.25,0,4.3,42,4648,464,139,10,2.99,42.36,1,165.23
Produs Fashion 929,Fashion,holiday,85.66,62.61,10,4.5,62,2259,225,80,56,3.54,26.91,0,91.77
Produs Garden 483,Garden,normal,120.74,73.81,0,4.3,82,681,68,21,21,3.08,38.87,0,133.78
Produs Fashion 593,Fashion,normal,182.2,119.89,0,4.0,652,1939,193,58,53,2.99,34.2,1,194.15
Produs Sports 837,Sports,offseason,201.8,141.83,0,4.8,160,777,77,23,80,2.96,29.72,0,220.18
Produs Books 885,Books,offseason,60.07,31.77,20,4.1,147,2328,232,88,1,3.78,47.11,1,63.46
Produs Beauty 1145,Beauty,promo,112.72,59.21,5,4.6,1454,410,41,17,23,4.14,47.47,1,121.09
Produs Beauty 640,Beauty,offseason,86.03,57.4,0,4.2,499,1471,147,59,43,4.01,33.28,0,93.28
Produs Toys 645,Toys,holiday,60.72,45.97,10,4.4,111,243,24,9,39,3.7,24.3,0,69.9
Produs Fashion 217,Fashion,offseason,224.22,113.43,0,4.1,159,5171,517,211,103,4.08,49.41,1,248.76
Produs Health 296,Health,normal,61.28,31.75,5,3.9,55,2843,284,120,69,4.22,48.19,1,67.33
Produs Books 999,Books,normal,50.95,27.62,0,4.4,126,2805,280,108,72,3.85,45.79,1,58.26
Produs Beauty 299,Beauty,promo,55.35,31.46,0,3.7,471,238,23,11,54,4.62,43.16,1,63.28
Produs Toys 1144,Toys,holiday,101.19,62.67,0,4.7,45,986,98,37,55,3.75,38.07,0,111.35
Produs Electronics 734,Electronics,promo,97.33,62.79,5,4.2,21,5288,528,165,7,3.12,35.49,0,103.02
Produs Home 497,Home,holiday,85.45,37.38,0,4.3,267,873,87,27,70,3.09,56.26,0,95.44
Produs Sports 762,Sports,promo,47.28,35.89,0,3.7,116,464,46,11,74,2.37,24.08,0,52.57
Produs Garden 700,Garden,normal,134.04,78.02,10,3.8,216,401,40,12,76,2.99,41.79,0,146.94
Produs Beauty 1102,Beauty,offseason,51.23,21.16,5,4.5,260,280,28,11,19,3.92,58.69,0,62.37
Produs Automotive 303,Automotive,normal,201.48,151.11,0,3.2,137,630,63,14,18,2.22,25.0,0,228.65
Produs Fashion 214,Fashion,normal,92.16,60.12,0,4.0,285,1121,112,35,76,3.12,34.77,0,100.82
Produs Garden 704,Garden,promo,128.0,74.6,20,3.8,155,760,76,26,23,3.42,41.72,0,136.37
Produs Sports 266,Sports,offseason,70.44,38.16,0,4.4,60,903,90,29,116,3.21,45.83,0,86.63
Produs Books 559,Books,normal,87.33,64.68,20,4.2,361,3695,369,136,77,3.68,25.94,1,99.03
Produs Automotive 1164,Automotive,normal,88.3,55.84,0,4.2,191,1208,120,33,21,2.73,36.76,0,110.04
Produs Books 463,Books,promo,60.6,35.26,0,4.2,128,332,33,17,35,5.12,41.81,0,68.26
Produs Home 634,Home,promo,144.17,78.49,0,4.0,28,461,46,12,38,2.6,45.56,0,173.84
Produs Sports 934,Sports,normal,158.48,84.96,0,4.7,214,3272,327,107,79,3.27,46.39,0,165.93
Produs Garden 832,Garden,offseason,83.38,68.37,5,3.7,71,198,19,6,66,3.03,18.0,0,95.21
Produs Garden 571,Garden,holiday,263.39,158.01,20,3.7,28,2676,267,72,60,2.69,40.01,0,268.37
Produs Automotive 1009,Automotive,offseason,82.48,62.86,0,4.1,125,209,20,6,45,2.86,23.79,0,89.28
Produs Books 857,Books,promo,85.7,57.23,0,4.4,119,1284,128,65,19,5.06,33.22,0,92.54
Produs Sports 160,Sports,normal,37.44,22.61,0,4.8,58,2074,207,67,83,3.23,39.6,0,41.42
Produs Books 73,Books,normal,67.56,54.57,0,4.3,136,4033,403,190,43,4.71,19.23,1,74.22
Produs Health 996,Health,promo,53.84,28.81,0,4.4,69,1647,164,57,63,3.46,46.49,0,57.89
Produs Home 585,Home,holiday,144.19,65.85,0,4.1,79,1135,113,31,16,2.73,54.33,0,156.47
Produs Automotive 696,Automotive,normal,97.43,50.48,10,4.2,294,1032,103,32,77,3.1,48.19,0,112.89
Produs Electronics 903,Electronics,promo,71.34,48.3,0,3.7,842,576,57,20,67,3.47,32.29,0,82.52
Produs Toys 680,Toys,holiday,33.5,15.43,5,4.2,44,746,74,33,63,4.42,53.95,0,36.74
Produs Sports 1034,Sports,promo,163.7,114.64,0,4.1,763,4903,490,152,48,3.1,29.97,1,174.78
Produs Garden 945,Garden,normal,101.24,62.2,20,3.2,12,2481,248,66,75,2.66,38.56,1,113.57
Produs Automotive 639,Automotive,promo,159.49,108.25,0,5.0,240,993,99,15,91,1.51,32.13,0,180.09
Produs Toys 747,Toys,holiday,128.41,53.97,5,4.3,228,2889,288,102,68,3.53,57.97,1,147.15
Produs Fashion 788,Fashion,promo,45.07,21.47,0,3.4,680,1735,173,42,80,2.42,52.36,1,49.21
Produs Garden 1193,Garden,offseason,64.44,35.75,15,3.8,177,1428,142,35,87,2.45,44.52,0,74.35
Produs Home 610,Home,offseason,112.9,74.42,5,3.9,1162,4617,461,157,97,3.4,34.08,1,121.96
Produs Health 513,Health,offseason,70.08,36.92,20,4.3,71,1761,176,59,1,3.35,47.32,1,84.83
Produs Sports 702,Sports,offseason,68.75,40.93,0,4.1,1064,970,97,30,1,3.09,40.46,0,76.73
Produs Garden 368,Garden,normal,133.62,78.96,5,4.0,53,623,62,24,77,3.85,40.91,0,140.98
Produs Health 1031,Health,promo,97.87,43.86,30,4.2,46,3125,312,135,50,4.32,55.19,1,109.15
Produs Electronics 151,Electronics,offseason,183.57,107.87,0,4.3,2461,550,55,19,12,3.45,41.24,0,204.96
Produs Home 86,Home,holiday,117.98,71.54,0,4.8,956,741,74,23,22,3.1,39.36,1,121.6
Produs Books 670,Books,normal,28.12,17.51,0,4.1,269,3048,304,150,50,4.92,37.74,0,32.34
Produs Fashion 1059,Fashion,offseason,258.73,123.8,0,4.1,78,1581,158,74,79,4.68,52.15,0,305.45
Produs Fashion 695,Fashion,offseason,123.3,65.98,10,3.8,13,10092,1009,327,31,3.24,46.49,1,125.45
Produs Sports 400,Sports,offseason,118.06,85.35,0,4.4,197,2985,298,80,21,2.68,27.71,1,126.96
Produs Garden 516,Garden,normal,139.44,110.62,0,3.7,104,1165,116,26,93,2.23,20.67,0,153.09
Produs Automotive 140,Automotive,offseason,112.36,77.02,25,4.3,91,1826,182,61,23,3.34,31.45,0,137.78
Produs Home 122,Home,normal,102.01,48.63,0,4.8,26,859,85,22,2,2.56,52.33,0,123.45
Produs Home 353,Home,normal,96.52,47.29,0,3.6,329,3100,310,102,50,3.29,51.01,1,110.32
Produs Garden 1167,Garden,promo,149.72,91.49,10,4.2,567,1014,101,34,89,3.35,38.89,1,184.45
Produs Toys 903,Toys,normal,87.19,48.03,0,4.4,80,1450,145,57,105,3.93,44.91,0,99.69
Produs Electronics 709,Electronics,holiday,125.38,90.24,0,4.1,179,394,39,15,37,3.8,28.03,0,130.39
Produs Home 465,Home,offseason,83.45,36.55,20,4.9,218,2401,240,61,47,2.54,56.2,1,89.74
Produs Fashion 597,Fashion,normal,75.48,35.05,5,3.2,306,1464,146,52,1,3.55,53.57,1,85.62
Produs Garden 662,Garden,normal,148.36,78.81,0,3.9,141,97,9,3,1,3.07,46.88,0,152.11
Produs Home 595,Home,promo,328.03,177.17,20,4.3,263,265,26,7,35,2.64,45.99,0,397.79
Produs Beauty 435,Beauty,offseason,64.14,25.42,0,4.0,672,508,50,21,92,4.13,60.37,1,72.37
Produs Sports 847,Sports,holiday,79.79,57.06,0,3.8,108,5298,529,151,22,2.85,28.49,0,88.78
Produs Toys 100,Toys,offseason,96.15,42.54,0,3.2,212,242,24,10,21,4.13,55.76,0,109.8
Produs Toys 176,Toys,normal,58.32,29.22,0,4.4,241,2701,270,87,86,3.22,49.89,1,64.19
Produs Electronics 36,Electronics,offseason,92.96,67.45,0,3.9,966,248,24,6,60,2.41,27.44,0,99.1
Produs Beauty 856,Beauty,promo,86.19,32.72,0,4.1,180,265,26,10,69,3.76,62.04,0,91.62
Produs Sports 207,Sports,holiday,71.98,47.2,5,4.0,793,4198,419,152,13,3.62,34.43,1,87.4
Produs Home 172,Home,offseason,147.34,77.93,10,4.8,873,1059,105,32,44,3.02,47.11,1,175.83
Produs Beauty 545,Beauty,offseason,125.3,63.6,0,4.1,28,490,49,24,88,4.89,49.24,0,145.58
Produs Home 478,Home,holiday,73.26,42.7,30,4.1,597,1056,105,39,44,3.69,41.71,1,79.85
Produs Home 916,Home,normal,124.48,80.4,0,3.8,334,4738,473,145,72,3.06,35.41,1,138.85
Produs Books 979,Books,offseason,17.83,10.37,0,4.2,1290,2606,260,129,3,4.95,41.83,1,19.49
Produs Electronics 429,Electronics,normal,137.2,89.89,0,4.2,664,3664,366,107,93,2.92,34.48,1,141.92
Produs Automotive 793,Automotive,holiday,152.06,86.96,0,4.1,195,1195,119,11,85,0.92,42.81,0,165.88
Produs Fashion 617,Fashion,offseason,93.14,74.38,0,4.8,143,732,73,29,33,3.96,20.14,0,104.22
Produs Sports 746,Sports,holiday,58.24,39.31,0,5.0,330,2188,218,58,56,2.65,32.5,1,62.95
Produs Toys 437,Toys,offseason,204.21,132.61,0,4.6,92,3109,310,116,72,3.73,35.06,0,237.19
Produs Garden 405,Garden,holiday,152.87,104.09,0,3.2,190,1439,143,37,45,2.57,31.91,0,179.14
Produs Home 530,Home,holiday,129.99,77.7,0,4.0,86,9567,956,332,41,3.47,40.23,1,146.05
Produs Home 520,Home,normal,99.53,66.69,30,4.3,32,6027,602,176,30,2.92,33.0,1,110.64
Produs Fashion 212,Fashion,offseason,105.17,41.18,5,4.3,53,117,11,4,38,3.4,60.84,0,117.2
Produs Home 429,Home,normal,72.27,48.63,30,4.3,85,472,47,17,73,3.6,32.71,0,88.24
Produs Beauty 427,Beauty,offseason,69.38,27.25,0,4.2,1148,876,87,37,45,4.22,60.73,1,77.43
Produs Health 102,Health,offseason,73.99,45.64,0,4.3,508,1800,180,90,55,5.0,38.31,1,82.12
Produs Beauty 194,Beauty,holiday,93.9,41.31,0,4.3,364,1489,148,59,1,3.96,56.01,1,108.06
Produs Home 864,Home,promo,134.3,97.14,0,4.2,1623,79,7,3,34,3.79,27.67,0,149.83
Produs Garden 1155,Garden,offseason,77.38,53.11,10,4.2,37,3111,311,98,69,3.15,31.37,0,82.83
Produs Beauty 1002,Beauty,holiday,39.71,16.52,15,4.2,596,1670,167,74,29,4.43,58.39,1,41.08
Produs Home 548,Home,holiday,130.87,106.41,0,4.2,66,1098,109,39,25,3.55,18.69,0,151.54
Produs Electronics 705,Electronics,normal,112.71,68.44,10,3.7,78,411,41,17,25,4.13,39.28,0,129.87
Produs Health 611,Health,holiday,39.19,22.86,0,4.2,15,1892,189,81,23,4.28,41.66,0,46.34
Produs Toys 479,Toys,normal,125.49,69.82,0,3.3,158,1954,195,85,64,4.35,44.36,0,156.07
Produs Beauty 156,Beauty,promo,97.32,51.02,10,3.8,509,622,62,28,32,4.5,47.57,1,104.01
Produs Fashion 286,Fashion,promo,277.05,111.82,10,4.0,685,2513,251,46,69,1.83,59.64,1,304.71
Produs Garden 298,Garden,holiday,110.01,77.37,5,4.0,164,1024,102,34,7,3.32,29.67,0,122.58
Produs Electronics 609,Electronics,holiday,42.0,26.03,20,3.4,80,376,37,12,84,3.19,38.02,0,44.07
Produs Automotive 727,Automotive,offseason,273.4,199.36,30,4.3,517,3874,387,136,36,3.51,27.08,1,310.83
Produs Automotive 20,Automotive,promo,281.14,162.39,25,3.7,222,186,18,7,38,3.76,42.24,0,297.89
Produs Garden 918,Garden,promo,66.77,41.8,0,4.4,456,813,81,24,24,2.95,37.39,0,71.5
